facet,facet_id,topic_id,topic,image1_1,image1_2,image1_3,image2_1,image2_2,image2_3,image3_1,image3_2,image3_3,image4_1,image4_2,image4_3,query
I'm looking for information on fantasy football leagues.,F0196,15,espn sports,15_Q05610_1668_1.jpg,15_Q05610_1668_2.jpg,15_Q05610_1668_3.jpg,15_Q01815_77_1.jpg,15_Q01815_77_2.jpg,15_Q01815_77_3.jpg,15_Q01816_3933_1.jpg,15_Q01816_3933_2.jpg,15_Q01816_3933_3.jpg,15_Q00887_1720_1.jpg,15_Q00887_1720_2.jpg,15_Q00887_1720_3.jpg,Seeking information on fantasy football leagues.
Find information about the Conficker worm.,F0909,61,worm,61_Q04152_210_1.jpg,61_Q04152_210_2.jpg,61_Q04152_210_3.jpg,61_Q02340_1298_1.jpg,61_Q02340_1298_2.jpg,61_Q02340_1298_3.jpg,61_Q01372_1669_1.jpg,61_Q01372_1669_2.jpg,61_Q01372_1669_3.jpg,61_Q01940_3699_1.jpg,61_Q01940_3699_2.jpg,61_Q01940_3699_3.jpg,"Learn about the Conficker worm, which is a type of computer worm."
Find providers of satellite internet service.,F1069,99,satellite,99_Q01927_787_1.jpg,99_Q01927_787_2.jpg,99_Q01927_787_3.jpg,99_Q01965_1044_1.jpg,99_Q01965_1044_2.jpg,99_Q01965_1044_3.jpg,99_Q05381_1439_1.jpg,99_Q05381_1439_2.jpg,99_Q05381_1439_3.jpg,99_Q01256_1487_1.jpg,99_Q01256_1487_2.jpg,99_Q01256_1487_3.jpg,Find providers of satellite internet.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q04467_525_1.jpg,278_Q04467_525_2.jpg,278_Q04467_525_3.jpg,278_Q04466_524_1.jpg,278_Q04466_524_2.jpg,278_Q04466_524_3.jpg,278_Q00467_1292_1.jpg,278_Q00467_1292_2.jpg,278_Q00467_1292_3.jpg,278_Q03432_2824_1.jpg,278_Q03432_2824_2.jpg,278_Q03432_2824_3.jpg,"Learning the lyrics to the theme song of ""Mister Rogers' Neighborhood."""
What went into writing/publishing the book Doctor Zhivago?,F0445,208,doctor zhivago,208_Q03292_3046_1.jpg,208_Q03292_3046_2.jpg,208_Q03292_3046_3.jpg,208_Q04312_370_1.jpg,208_Q04312_370_2.jpg,208_Q04312_370_3.jpg,208_Q04317_375_1.jpg,208_Q04317_375_2.jpg,208_Q04317_375_3.jpg,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,The user has no specific interest or intent related to Doctor Zhivago in the conversation.
Where can I find Volvo semi trucks for sale (new or used)?,F0458,21,volvo,21_Q04715_773_1.jpg,21_Q04715_773_2.jpg,21_Q04715_773_3.jpg,21_Q01680_3785_1.jpg,21_Q01680_3785_2.jpg,21_Q01680_3785_3.jpg,21_Q02974_440_1.jpg,21_Q02974_440_2.jpg,21_Q02974_440_3.jpg,21_Q04716_774_1.jpg,21_Q04716_774_2.jpg,21_Q04716_774_3.jpg,"Finding Volvo semi trucks for sale (new or used), particularly red and yellow ones."
How is CTS diagnosed?,F0475,213,carpal tunnel syndrome,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,213_Q00537_1406_1.jpg,213_Q00537_1406_2.jpg,213_Q00537_1406_3.jpg,Understanding how carpal tunnel syndrome is diagnosed.
What damage can a carpenter bee do to a home or structure?,F0621,259,carpenter bee,259_Q02891_3676_1.jpg,259_Q02891_3676_2.jpg,259_Q02891_3676_3.jpg,259_Q00428_3566_1.jpg,259_Q00428_3566_2.jpg,259_Q00428_3566_3.jpg,259_Q03488_252_1.jpg,259_Q03488_252_2.jpg,259_Q03488_252_3.jpg,259_Q01120_3087_1.jpg,259_Q01120_3087_2.jpg,259_Q01120_3087_3.jpg,Understanding the damage carpenter bees can do to a home or structure.
Find information on making homemade hair dye products.,F0535,233,hair dye,233_Q05057_1115_1.jpg,233_Q05057_1115_2.jpg,233_Q05057_1115_3.jpg,233_Q01556_143_1.jpg,233_Q01556_143_2.jpg,233_Q01556_143_3.jpg,233_Q00220_702_1.jpg,233_Q00220_702_2.jpg,233_Q00220_702_3.jpg,233_Q01323_2820_1.jpg,233_Q01323_2820_2.jpg,233_Q01323_2820_3.jpg,Learn how to make homemade hair dye products.
Find information about home theater receivers.,F0470,212,home theater systems,212_Q03028_1266_1.jpg,212_Q03028_1266_2.jpg,212_Q03028_1266_3.jpg,212_Q01150_2658_1.jpg,212_Q01150_2658_2.jpg,212_Q01150_2658_3.jpg,212_Q03003_2335_1.jpg,212_Q03003_2335_2.jpg,31_Q00145_2334_3.jpg,212_Q01165_234_1.jpg,212_Q01165_234_2.jpg,212_Q01165_234_3.jpg,Gathering information about home theater receivers before making a purchase.
Find penguin photos.,F0894,58,penguins,58_Q03305_365_1.jpg,58_Q03305_365_2.jpg,58_Q03305_365_3.jpg,58_Q03618_1451_1.jpg,58_Q03618_1451_2.jpg,58_Q03618_1451_3.jpg,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg,58_Q02827_2007_1.jpg,58_Q02827_2007_2.jpg,58_Q02827_2007_3.jpg,The user wants to see real photos of penguins.
What are the symptoms and signs of male menopause?,F0508,222,male menopause,222_Q03645_3923_1.jpg,222_Q03645_3923_2.jpg,222_Q03645_3923_3.jpg,222_Q03858_637_1.jpg,222_Q03858_637_2.jpg,222_Q03858_637_3.jpg,222_Q04567_625_1.jpg,222_Q04567_625_2.jpg,222_Q04567_625_3.jpg,222_Q00314_1135_1.jpg,222_Q00314_1135_2.jpg,222_Q00314_1135_3.jpg,"Interested in infographics and symptoms related to male menopause, and some related health aspects."
I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,4_Q04771_829_1.jpg,4_Q04771_829_2.jpg,4_Q04771_829_3.jpg,4_Q01034_1313_1.jpg,4_Q01034_1313_2.jpg,4_Q01034_1313_3.jpg,4_Q01533_2264_1.jpg,4_Q01533_2264_2.jpg,4_Q01533_2264_3.jpg,Looking for companies that manufacture residential toilets.
What are the symptoms of carpal tunnel syndrome (CTS)?,F0473,213,carpal tunnel syndrome,213_Q00969_341_1.jpg,213_Q00969_341_2.jpg,213_Q00969_341_3.jpg,213_Q05615_1673_1.jpg,213_Q05615_1673_2.jpg,213_Q05615_1673_3.jpg,213_Q02830_690_1.jpg,213_Q02830_690_2.jpg,213_Q02830_690_3.jpg,213_Q03239_3541_1.jpg,213_Q03239_3541_2.jpg,213_Q03239_3541_3.jpg,Understanding the symptoms and causes of carpal tunnel syndrome.
"""What are the lyrics to the theme song for """"Mister Rogers' Neighborhood""""?""",F0684,278,mister rogers,278_Q00418_2663_1.jpg,278_Q00418_2663_2.jpg,278_Q00418_2663_3.jpg,278_Q03432_2824_1.jpg,278_Q03432_2824_2.jpg,278_Q03432_2824_3.jpg,278_Q02309_1085_1.jpg,278_Q02309_1085_2.jpg,278_Q02309_1085_3.jpg,278_Q03258_963_1.jpg,278_Q03258_963_2.jpg,278_Q03258_963_3.jpg,Wants to know the lyrics to the theme song of Mister Rogers' Neighborhood.
What hair dye options should be considered during pregnancy?,F0537,233,hair dye,233_Q02578_276_1.jpg,233_Q02578_276_2.jpg,233_Q02578_276_3.jpg,233_Q00221_2957_1.jpg,233_Q00221_2957_2.jpg,233_Q00221_2957_3.jpg,233_Q02711_701_1.jpg,233_Q02711_701_2.jpg,233_Q02711_701_3.jpg,233_Q01556_143_1.jpg,233_Q01556_143_2.jpg,233_Q01556_143_3.jpg,Interested in exploring safe hair dye options during pregnancy.
Find the names of the victims of the USS Cole bombing.,F0679,275,uss cole,275_Q04033_91_1.jpg,275_Q04033_91_2.jpg,275_Q04033_91_3.jpg,275_Q03586_1373_1.jpg,275_Q03586_1373_2.jpg,275_Q03586_1373_3.jpg,275_Q03460_3748_1.jpg,275_Q03460_3748_2.jpg,275_Q03460_3748_3.jpg,275_Q01993_1510_1.jpg,275_Q01993_1510_2.jpg,275_Q01993_1510_3.jpg,Learn about the victims of the USS Cole bombing and identify them.
What were the causes of the American revolutionary war?,F0631,260,the american revolutionary,260_Q03954_12_1.jpg,260_Q03954_12_2.jpg,260_Q03954_12_3.jpg,260_Q01771_3565_1.jpg,260_Q01771_3565_2.jpg,260_Q01771_3565_3.jpg,260_Q03958_16_1.jpg,260_Q03958_16_2.jpg,260_Q03958_16_3.jpg,260_Q01908_2958_1.jpg,260_Q01908_2958_2.jpg,260_Q01908_2958_3.jpg,Know the causes of the American Revolutionary War.
Find printable maps of the United States.,F0833,44,map of the united states,44_Q00781_3465_1.jpg,44_Q00781_3465_2.jpg,44_Q00781_3465_3.jpg,44_Q04209_267_1.jpg,44_Q04209_267_2.jpg,44_Q04209_267_3.jpg,44_Q03145_2306_1.jpg,44_Q03145_2306_2.jpg,44_Q03145_2306_3.jpg,44_Q04208_266_1.jpg,44_Q04208_266_2.jpg,44_Q04208_266_3.jpg,Finding printable maps of the United States that include roadways.
Provide pressure washer reviews and/or ratings.,F0391,195,pressure washers,195_Q02408_895_1.jpg,195_Q02408_895_2.jpg,195_Q02408_895_3.jpg,195_Q01588_1232_1.jpg,195_Q01588_1232_2.jpg,195_Q01588_1232_3.jpg,195_Q05651_1709_1.jpg,195_Q05651_1709_2.jpg,195_Q05651_1709_3.jpg,195_Q01782_163_1.jpg,195_Q01782_163_2.jpg,195_Q01782_163_3.jpg,Explore pressure washer reviews and ratings to find models with a certain engine.
Find current performances of The Music Man.,F0823,42,the music man,42_Q00937_2220_1.jpg,42_Q00937_2220_2.jpg,42_Q00937_2220_3.jpg,42_Q01377_310_1.jpg,42_Q01377_310_2.jpg,42_Q01377_310_3.jpg,42_Q00702_3448_1.jpg,42_Q00702_3448_2.jpg,42_Q00702_3448_3.jpg,42_Q04811_869_1.jpg,42_Q04811_869_2.jpg,42_Q04811_869_3.jpg,Find current performances of The Music Man.
Can I order dog clean-up bags online?,F0384,193,dog clean up bags,193_Q04992_1050_1.jpg,193_Q04992_1050_2.jpg,193_Q04992_1050_3.jpg,193_Q01216_3085_1.jpg,193_Q01216_3085_2.jpg,193_Q01216_3085_3.jpg,193_Q04996_1054_1.jpg,193_Q04996_1054_2.jpg,193_Q04996_1054_3.jpg,193_Q04991_1049_1.jpg,193_Q04991_1049_2.jpg,193_Q04991_1049_3.jpg,Order disposable dog cleanup bags online.
I'm looking for information and courses on designing web sites.,F0782,32,website design hosting,32_Q05525_1583_1.jpg,32_Q05525_1583_2.jpg,32_Q05525_1583_3.jpg,32_Q00343_473_1.jpg,32_Q00343_473_2.jpg,32_Q00343_473_3.jpg,32_Q02930_3478_1.jpg,32_Q02930_3478_2.jpg,32_Q02930_3478_3.jpg,32_Q00210_2379_1.jpg,32_Q00210_2379_2.jpg,32_Q00210_2379_3.jpg,Exploring options and seeking information and courses on designing websites. Having their own domain would be helpful.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,213_Q03373_1048_1.jpg,213_Q03373_1048_2.jpg,213_Q03373_1048_3.jpg,213_Q01305_553_1.jpg,213_Q01305_553_2.jpg,213_Q01305_553_3.jpg,213_Q00433_2589_1.jpg,213_Q00433_2589_2.jpg,213_Q00433_2589_3.jpg,Understanding activities associated with carpal tunnel syndrome and exercises for its relief.
What are the symptoms of a heart attack?,F0313,175,signs of a heartattack,175_Q05517_1575_1.jpg,175_Q05517_1575_2.jpg,175_Q05517_1575_3.jpg,175_Q03377_2930_1.jpg,175_Q03377_2930_2.jpg,175_Q03377_2930_3.jpg,175_Q00041_759_1.jpg,175_Q00041_759_2.jpg,175_Q00041_759_3.jpg,175_Q05515_1573_1.jpg,175_Q05515_1573_2.jpg,175_Q05515_1573_3.jpg,Learn about the symptoms of a heart attack and how they differ between men and women.
"Find games based on the InuYasha series, either online or for game systems.",F0699,28,inuyasha,28_Q00116_2928_1.jpg,28_Q00116_2928_2.jpg,28_Q00116_2928_3.jpg,28_Q03551_1942_1.jpg,28_Q03551_1942_2.jpg,28_Q03551_1942_3.jpg,28_Q00253_528_1.jpg,28_Q00253_528_2.jpg,28_Q00253_528_3.jpg,28_Q00077_1365_1.jpg,28_Q00077_1365_2.jpg,28_Q00077_1365_3.jpg,Finding games related to InuYasha.
What software does a raspberry pi use?,F0419,201,raspberry pi,201_Q01232_2938_1.jpg,201_Q01232_2938_2.jpg,201_Q01232_2938_3.jpg,201_Q03406_3125_1.jpg,201_Q03406_3125_2.jpg,201_Q03406_3125_3.jpg,201_Q02324_818_1.jpg,201_Q02324_818_2.jpg,201_Q02324_818_3.jpg,201_Q04451_509_1.jpg,201_Q04451_509_2.jpg,201_Q04451_509_3.jpg,Understanding the software capabilities of Raspberry Pi devices.
Find information on Black Hills gold jewelry.,F0517,225,black and gold,225_Q00957_3801_1.jpg,225_Q00957_3801_2.jpg,225_Q00957_3801_3.jpg,225_Q01219_1820_1.jpg,225_Q01219_1820_2.jpg,225_Q01219_1820_3.jpg,225_Q02036_1075_1.jpg,225_Q02036_1075_2.jpg,225_Q02036_1075_3.jpg,225_Q01215_3821_1.jpg,225_Q01215_3821_2.jpg,225_Q01215_3821_3.jpg,"Learn about Black Hills gold jewelry, its origin, and the company behind it."
Is there a way to get internet access without phone service?,F0009,10,cheap internet,10_Q00198_3297_1.jpg,10_Q00198_3297_2.jpg,10_Q00198_3297_3.jpg,10_Q02754_1957_1.jpg,10_Q02754_1957_2.jpg,10_Q02754_1957_3.jpg,10_Q05638_1696_1.jpg,10_Q05638_1696_2.jpg,10_Q05638_1696_3.jpg,10_Q01460_91_1.jpg,10_Q01460_91_2.jpg,10_Q01460_91_3.jpg,Finding Internet access options that do not involve traditional phone services.
Which activities are prevalent among CTS sufferers?,F0478,213,carpal tunnel syndrome,213_Q00300_3265_1.jpg,213_Q00300_3265_2.jpg,213_Q00300_3265_3.jpg,213_Q05613_1671_1.jpg,213_Q05613_1671_2.jpg,213_Q05613_1671_3.jpg,213_Q00815_488_1.jpg,213_Q00815_488_2.jpg,213_Q00815_488_3.jpg,213_Q01113_3390_1.jpg,213_Q01113_3390_2.jpg,213_Q01113_3390_3.jpg,Looking for information on activities prevalent among people who suffer from carpal tunnel syndrome.
What are the duties of a paralegal?,F0304,172,becoming a paralegal,172_Q00275_3892_1.jpg,172_Q00275_3892_2.jpg,172_Q00275_3892_3.jpg,172_Q02021_2276_1.jpg,172_Q02021_2276_2.jpg,172_Q02021_2276_3.jpg,172_Q04308_366_1.jpg,172_Q04308_366_2.jpg,172_Q04308_366_3.jpg,172_Q02468_54_1.jpg,172_Q02468_54_2.jpg,172_Q02468_54_3.jpg,Exploring the role and responsibilities of a paralegal.
When is the tangible personal property tax due?,F0184,147,tangible personal property tax,147_Q02353_2010_1.jpg,147_Q02353_2010_2.jpg,147_Q02353_2010_3.jpg,147_Q01296_1434_1.jpg,147_Q01296_1434_2.jpg,147_Q01296_1434_3.jpg,147_Q04507_565_1.jpg,147_Q04507_565_2.jpg,147_Q04507_565_3.jpg,147_Q03343_2977_1.jpg,147_Q03343_2977_2.jpg,147_Q03343_2977_3.jpg,Wants to know when the tangible personal property tax is due.
Find information about iron as an essential nutrient.,F0879,55,iron,55_Q03316_1504_1.jpg,55_Q03316_1504_2.jpg,55_Q03316_1504_3.jpg,55_Q03513_106_1.jpg,55_Q03513_106_2.jpg,55_Q03513_106_3.jpg,55_Q00916_3219_1.jpg,55_Q00916_3219_2.jpg,55_Q00916_3219_3.jpg,55_Q02213_643_1.jpg,55_Q02213_643_2.jpg,55_Q02213_643_3.jpg,Learn about the nutritional aspects of iron.
Find Barret's Esophagus studies performed at the Mayo Clinic.,F0603,254,barrett's esophagus,254_Q03836_363_1.jpg,254_Q03836_363_2.jpg,254_Q03836_363_3.jpg,254_Q03352_3863_1.jpg,254_Q03352_3863_2.jpg,254_Q03352_3863_3.jpg,254_Q03658_1037_1.jpg,254_Q03658_1037_2.jpg,254_Q03658_1037_3.jpg,254_Q03823_1710_1.jpg,254_Q03823_1710_2.jpg,254_Q03823_1710_3.jpg,See a picture of Barrett's Esophagus.
What are the current scientific theories of and data on evolution?,F0635,263,evidence for evolution,263_Q01043_1163_1.jpg,263_Q01043_1163_2.jpg,263_Q01043_1163_3.jpg,263_Q02510_1522_1.jpg,263_Q02510_1522_2.jpg,263_Q02510_1522_3.jpg,263_Q00828_3130_1.jpg,263_Q00828_3130_2.jpg,263_Q00828_3130_3.jpg,263_Q00827_2075_1.jpg,263_Q00827_2075_2.jpg,263_Q00827_2075_3.jpg,Interested in understanding the current scientific theories of evolution and the supporting data.
opinions regarding the insider trading case brought against Martha Stewart,F0187,148,martha stewart and imclone,148_Q01025_1312_1.jpg,148_Q01025_1312_2.jpg,148_Q01025_1312_3.jpg,148_Q04345_403_1.jpg,148_Q04345_403_2.jpg,148_Q04345_403_3.jpg,148_Q00548_3497_1.jpg,148_Q00548_3497_2.jpg,148_Q00548_3497_3.jpg,148_Q04344_402_1.jpg,148_Q04344_402_2.jpg,148_Q04344_402_3.jpg,"Learn about Martha Stewart's involvement with ImClone, focusing on the insider trading case."
Find information about iron as an essential nutrient.,F0879,55,iron,55_Q03454_1629_1.jpg,55_Q03454_1629_2.jpg,55_Q03454_1629_3.jpg,55_Q00260_2488_1.jpg,55_Q00260_2488_2.jpg,55_Q00260_2488_3.jpg,55_Q05360_1418_1.jpg,55_Q05360_1418_2.jpg,55_Q05360_1418_3.jpg,55_Q03390_2986_1.jpg,55_Q03390_2986_2.jpg,55_Q03390_2986_3.jpg,Learn more about iron as an essential nutrient.
Find info about the raspberry pi foundation.,F0422,201,raspberry pi,201_Q02709_2838_1.jpg,201_Q02709_2838_2.jpg,201_Q02709_2838_3.jpg,201_Q01232_2938_1.jpg,201_Q01232_2938_2.jpg,201_Q01232_2938_3.jpg,201_Q04447_505_1.jpg,201_Q04447_505_2.jpg,201_Q04447_505_3.jpg,201_Q01484_2405_1.jpg,201_Q01484_2405_2.jpg,201_Q01484_2405_3.jpg,Find information about the Raspberry Pi Foundation.
Find a synopsis of Doctor Zhivago.,F0446,208,doctor zhivago,208_Q01204_421_1.jpg,208_Q01204_421_2.jpg,208_Q01204_421_3.jpg,208_Q03421_137_1.jpg,208_Q03421_137_2.jpg,208_Q03421_137_3.jpg,208_Q02203_65_1.jpg,208_Q02203_65_2.jpg,208_Q02203_65_3.jpg,208_Q01248_1660_1.jpg,208_Q01248_1660_2.jpg,208_Q01248_1660_3.jpg,"A synopsis of the 1965 movie ""Doctor Zhivago."""
What is ammonia used for in pink slime?,F0763,299,pink slime in ground beef,299_Q04760_818_1.jpg,299_Q04760_818_2.jpg,299_Q04760_818_3.jpg,299_Q01310_2581_1.jpg,299_Q01310_2581_2.jpg,299_Q01310_2581_3.jpg,299_Q02135_2520_1.jpg,299_Q02135_2520_2.jpg,299_Q02135_2520_3.jpg,299_Q02293_2647_1.jpg,299_Q02293_2647_2.jpg,299_Q02293_2647_3.jpg,Learn about the use of ammonia in pink slime.
Find InuYasha anime episodes for download.,F0698,28,inuyasha,28_Q00472_3068_1.jpg,28_Q00472_3068_2.jpg,28_Q00472_3068_3.jpg,28_Q03855_864_1.jpg,28_Q03855_864_2.jpg,28_Q03855_864_3.jpg,28_Q05146_1204_1.jpg,28_Q05146_1204_2.jpg,28_Q05146_1204_3.jpg,28_Q00514_225_1.jpg,28_Q00514_225_2.jpg,28_Q00514_225_3.jpg,Downloading and watching Inu'Yasha episodes.
Who got an Academy Award nomination for Doctor Zhivago?,F0447,208,doctor zhivago,208_Q02203_65_1.jpg,208_Q02203_65_2.jpg,208_Q02203_65_3.jpg,208_Q03555_2131_1.jpg,208_Q03555_2131_2.jpg,208_Q03555_2131_3.jpg,208_Q03319_2014_1.jpg,208_Q03319_2014_2.jpg,208_Q03319_2014_3.jpg,208_Q03542_2192_1.jpg,208_Q03542_2192_2.jpg,208_Q03542_2192_3.jpg,"Learn about the Academy Award nominations for the 1965 film ""Doctor Zhivago."""
Find the homepage of Raffles Hotel in Singapore.,F1043,93,raffles,93_Q04266_324_1.jpg,93_Q04266_324_2.jpg,93_Q04266_324_3.jpg,93_Q01192_3809_1.jpg,93_Q01192_3809_2.jpg,93_Q01192_3809_3.jpg,93_Q04265_323_1.jpg,93_Q04265_323_2.jpg,93_Q04265_323_3.jpg,93_Q00128_2886_1.jpg,93_Q00128_2886_2.jpg,93_Q00128_2886_3.jpg,Searching for the homepage of Raffles Hotel in Singapore.
What is the relationship between Wilson's disease and zinc?,F0667,273,wilson's disease,273_Q02287_810_1.jpg,273_Q02287_810_2.jpg,273_Q02287_810_3.jpg,273_Q04966_1024_1.jpg,273_Q04966_1024_2.jpg,273_Q04966_1024_3.jpg,273_Q04965_1023_1.jpg,273_Q04965_1023_2.jpg,273_Q04965_1023_3.jpg,273_Q01836_3753_1.jpg,273_Q01836_3753_2.jpg,273_Q01836_3753_3.jpg,Wants to know the relationship between zinc and Wilson's Disease.
What are the requirements to become a Tennessee Highway Patrol State Trooper?,F0197,150,tn highway patrol,150_Q00563_1665_1.jpg,150_Q00563_1665_2.jpg,150_Q00563_1665_3.jpg,150_Q00266_1912_1.jpg,150_Q00266_1912_2.jpg,150_Q00266_1912_3.jpg,150_Q00262_1496_1.jpg,150_Q00262_1496_2.jpg,150_Q00262_1496_3.jpg,150_Q02047_302_1.jpg,150_Q02047_302_2.jpg,150_Q02047_302_3.jpg,How to become a member of the Tennessee Highway Patrol.
Find mortality rates due to asbestos exposure.,F0077,117,dangers of asbestos,117_Q05123_1181_1.jpg,117_Q05123_1181_2.jpg,117_Q05123_1181_3.jpg,117_Q00283_3283_1.jpg,117_Q00283_3283_2.jpg,117_Q00283_3283_3.jpg,117_Q03714_403_1.jpg,117_Q03714_403_2.jpg,117_Q03714_403_3.jpg,117_Q03386_3624_1.jpg,117_Q03386_3624_2.jpg,117_Q03386_3624_3.jpg,Finding mortality rates due to asbestos exposure.
Find information on the health of Fidel Castro.,F0720,288,fidel castro,288_Q05003_1061_1.jpg,288_Q05003_1061_2.jpg,288_Q05003_1061_3.jpg,288_Q01497_1956_1.jpg,288_Q01497_1956_2.jpg,288_Q01497_1956_3.jpg,288_Q00011_2219_1.jpg,288_Q00011_2219_2.jpg,288_Q00011_2219_3.jpg,288_Q05008_1066_1.jpg,288_Q05008_1066_2.jpg,288_Q05008_1066_3.jpg,The user's intent is to know about Fidel Castro's health.
Find a description of the USDA food pyramid.,F0513,223,usda food pyramid,223_Q03825_3127_1.jpg,223_Q03825_3127_2.jpg,223_Q03825_3127_3.jpg,223_Q00493_689_1.jpg,223_Q00493_689_2.jpg,223_Q00493_689_3.jpg,223_Q00621_3844_1.jpg,223_Q00621_3844_2.jpg,223_Q00621_3844_3.jpg,223_Q04064_122_1.jpg,223_Q04064_122_2.jpg,223_Q04064_122_3.jpg,Interested in a description of the USDA food pyramid.
Find recipes for pork tenderloin marinades and dry rubs.,F0324,178,pork tenderloin,178_Q04526_584_1.jpg,178_Q04526_584_2.jpg,178_Q04526_584_3.jpg,178_Q02323_1703_1.jpg,178_Q02323_1703_2.jpg,178_Q02323_1703_3.jpg,178_Q04525_583_1.jpg,178_Q04525_583_2.jpg,178_Q04525_583_3.jpg,178_Q01197_1028_1.jpg,178_Q01197_1028_2.jpg,178_Q01197_1028_3.jpg,Explore marinade and dry rub options for pork tenderloin and consider purchasing it today.
Find info about the raspberry pi foundation.,F0422,201,raspberry pi,201_Q02348_3706_1.jpg,201_Q02348_3706_2.jpg,201_Q02348_3706_3.jpg,201_Q02709_2838_1.jpg,201_Q02709_2838_2.jpg,201_Q02709_2838_3.jpg,201_Q03847_2217_1.jpg,201_Q03847_2217_2.jpg,201_Q03847_2217_3.jpg,201_Q01484_2405_1.jpg,201_Q01484_2405_2.jpg,201_Q01484_2405_3.jpg,Finding information about the Raspberry Pi Foundation.
"""Where can I buy Pink Floyd's album, """"The Wall""""?""",F1039,92,the wall,92_Q05253_1311_1.jpg,92_Q05253_1311_2.jpg,92_Q05253_1311_3.jpg,92_Q00186_197_1.jpg,92_Q00186_197_2.jpg,92_Q00186_197_3.jpg,92_Q00683_3248_1.jpg,92_Q00683_3248_2.jpg,92_Q00683_3248_3.jpg,92_Q01924_2442_1.jpg,92_Q01924_2442_2.jpg,92_Q01924_2442_3.jpg,"Purchase the album ""The Wall"" by Pink Floyd."
"Find information about Yahoo!, the company.",F0530,23,yahoo,23_Q04905_963_1.jpg,23_Q04905_963_2.jpg,23_Q04905_963_3.jpg,23_Q01263_409_1.jpg,23_Q01263_409_2.jpg,23_Q01263_409_3.jpg,23_Q04903_961_1.jpg,23_Q04903_961_2.jpg,23_Q04903_961_3.jpg,23_Q01706_356_1.jpg,23_Q01706_356_2.jpg,23_Q01706_356_3.jpg,Looking for comprehensive details about Yahoo as a company.
Find information on ham radio antennas.,F0543,235,ham radio,235_Q03172_2055_1.jpg,235_Q03172_2055_2.jpg,235_Q03172_2055_3.jpg,235_Q04753_811_1.jpg,235_Q04753_811_2.jpg,235_Q04753_811_3.jpg,235_Q04750_808_1.jpg,235_Q04750_808_2.jpg,235_Q04750_808_3.jpg,235_Q00639_3659_1.jpg,235_Q00639_3659_2.jpg,235_Q00639_3659_3.jpg,Seeking information on ham radio antennas.
What alternatives are there for the design of a septic system?,F0230,158,septic system design,158_Q03455_930_1.jpg,158_Q03455_930_2.jpg,158_Q03455_930_3.jpg,158_Q01358_3456_1.jpg,158_Q01358_3456_2.jpg,158_Q01358_3456_3.jpg,158_Q00096_112_1.jpg,158_Q00096_112_2.jpg,158_Q00096_112_3.jpg,158_Q00133_1823_1.jpg,158_Q00133_1823_2.jpg,158_Q00133_1823_3.jpg,"Exploring alternatives for septic system designs, including advanced treatment below ground design options."
"""how to play the board game """"Source of the Nile""""""",F0143,135,source of the nile,135_Q02328_1013_1.jpg,135_Q02328_1013_2.jpg,135_Q02328_1013_3.jpg,135_Q05206_1264_1.jpg,135_Q05206_1264_2.jpg,135_Q05206_1264_3.jpg,135_Q02276_1096_1.jpg,135_Q02276_1096_2.jpg,135_Q02276_1096_3.jpg,135_Q02007_2804_1.jpg,135_Q02007_2804_2.jpg,135_Q02007_2804_3.jpg,"Learn how to play the board game ""Source of the Nile""."
