id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3
2935,Find information about penguins.,F0893,58,penguins,do you want to watch funny penguin videos,"No, I’m not interested in that right now.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,would you like to know the penguins schedule,I'm interested in learning more about these fascinating birds.,Q03618,58_Q03618_1451_1.jpg,58_Q03618_1451_2.jpg,58_Q03618_1451_3.jpg,are you interested in the penguins of madagascar,"I am interested in finding information about penguins, including the penguins of Madagascar.",Q00479,58_Q00479_3487_1.jpg,58_Q00479_3487_2.jpg,58_Q00479_3487_3.jpg
2936,Find information about penguins.,F0893,58,penguins,are you referring to the move,"No, that’s not what I’m talking about.",Q01270,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg,are you looking for some photos,I'm looking for some interesting facts about penguins rather than images of them.,Q01016,58_Q01016_2446_1.jpg,58_Q01016_2446_2.jpg,58_Q01016_2446_3.jpg,what kind of penguin are you looking for,Show me a list of all penguins.,Q02827,58_Q02827_2007_1.jpg,58_Q02827_2007_2.jpg,58_Q02827_2007_3.jpg
2937,Find information about penguins.,F0893,58,penguins,Do you want to see young penguins?,"No, I’m just looking for general information about penguins.",Q04169,58_Q04169_227_1.jpg,58_Q04169_227_2.jpg,58_Q04169_227_3.jpg,Do you want to know where penguins live?,"I'm interested in learning about them in general, especially in relation to their habitats.",Q04168,58_Q04168_226_1.jpg,58_Q04168_226_2.jpg,58_Q04168_226_3.jpg,do you want to watch funny penguin videos,"I appreciate the offer, but I'm really looking to find information about penguins.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg
2938,Find information about penguins.,F0893,58,penguins,do you want to watch funny penguin videos,"No, I'm not in the mood for that right now.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,would you like to buy a book about this topic,I’m interested in gathering more knowledge about penguins rather than making a purchase.,Q03305,58_Q03305_365_1.jpg,58_Q03305_365_2.jpg,58_Q03305_365_3.jpg,Do you want to see young penguins?,"I'm interested in finding information about penguins, including young penguins.",Q04169,58_Q04169_227_1.jpg,58_Q04169_227_2.jpg,58_Q04169_227_3.jpg
2939,Find information about penguins.,F0893,58,penguins,are you referring to the move,"No, that's not what I meant.",Q01270,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg,would you like to see penguins of madagascar,I'm currently more interested in gathering information about penguins rather than focusing on specific movies.,Q03865,58_Q03865_837_1.jpg,58_Q03865_837_2.jpg,58_Q03865_837_3.jpg,do you want to hear pittsburgh penguin news,"I appreciate the offer, but I'm really looking to find information about penguins in general.",Q01954,58_Q01954_3197_1.jpg,58_Q01954_3197_2.jpg,58_Q01954_3197_3.jpg
2940,Find penguin photos.,F0894,58,penguins,are you looking for any specific information about the birds,"No, I'm not looking for any specific details about the birds.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,do you want to hear pittsburgh penguin news,"I am interested in some specific updates, but I have other things I'm also curious about.",Q01954,58_Q01954_3197_1.jpg,58_Q01954_3197_2.jpg,58_Q01954_3197_3.jpg,Do you want to see young penguins?,Please find some more photos of penguins of any age.,Q04169,58_Q04169_227_1.jpg,58_Q04169_227_2.jpg,58_Q04169_227_3.jpg
2941,Find penguin photos.,F0894,58,penguins,are you looking for any specific information about the birds,"No, I’m not looking for any specific information about penguins.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,would you like to know the penguins schedule,"I'm currently interested in exploring more about penguins, but I'm not looking for their schedule at the moment.",Q03618,58_Q03618_1451_1.jpg,58_Q03618_1451_2.jpg,58_Q03618_1451_3.jpg,Would you like to see baby penguins?,Yes. I would.,Q04170,58_Q04170_228_1.jpg,58_Q04170_228_2.jpg,58_Q04170_228_3.jpg
2942,Find penguin photos.,F0894,58,penguins,are you interested in where penguins live,"No, I’m not currently looking into that.",Q00553,58_Q00553_3376_1.jpg,58_Q00553_3376_2.jpg,58_Q00553_3376_3.jpg,are you looking for any specific information about the birds,I'm mainly interested in finding some interesting images of these animals.,Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,Do you want to see young penguins?,Please find some more photos of penguins of any age.,Q04169,58_Q04169_227_1.jpg,58_Q04169_227_2.jpg,58_Q04169_227_3.jpg
2943,Find penguin photos.,F0894,58,penguins,are you looking for any specific information about the birds,"No, I am not seeking any details about the birds.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,would you like to know the penguins schedule,I'm more interested in visual content related to penguins at the moment.,Q03618,58_Q03618_1451_1.jpg,58_Q03618_1451_2.jpg,58_Q03618_1451_3.jpg,are you interested in a specific type of penguin,"No, I just want penguin photos. Tell me about the one on the left.",Q00121,58_Q00121_2853_1.jpg,58_Q00121_2853_2.jpg,58_Q00121_2853_3.jpg
2944,Find penguin photos.,F0894,58,penguins,would you like to buy some stuff related pittsburgh penguins,"No, I'm not interested in purchasing any merchandise right now.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,would you like to know the penguins schedule,I'm not really interested in the schedule right now; I'm more focused on finding photos.,Q03618,58_Q03618_1451_1.jpg,58_Q03618_1451_2.jpg,58_Q03618_1451_3.jpg,are you interested in the penguins of madagascar,"No, i want pictures of real penguins.",Q00479,58_Q00479_3487_1.jpg,58_Q00479_3487_2.jpg,58_Q00479_3487_3.jpg
2945,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,are you interested in penguin vape,"No, I'm not interested in that topic.",Q00344,58_Q00344_945_1.jpg,58_Q00344_945_2.jpg,58_Q00344_945_3.jpg,would you like to buy some stuff related pittsburgh penguins,"I'm primarily interested in something specific related to penguins, but it's not about buying merchandise.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,are you looking for some photos,"Yes, I'm looking for pictures of the penguins from the animated movie, ""Madagascar.""",Q01016,58_Q01016_2446_1.jpg,58_Q01016_2446_2.jpg,58_Q01016_2446_3.jpg
2946,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,are you looking for any specific information about the birds,"No, I'm not interested in information about birds.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,would you like to buy some stuff related pittsburgh penguins,"I'm not interested in that specific team, but I am looking for something related to animated penguins.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,are you referring to the move,"Yes, I need pictures from the movie.",Q01270,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg
2947,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,would you like to buy some stuff related pittsburgh penguins,"No, I'm not interested in that.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,do you want to hear about the pittsburgh penguins,I'm mainly interested in the animated characters from a specific movie.,Q01953,58_Q01953_3747_1.jpg,58_Q01953_3747_2.jpg,58_Q01953_3747_3.jpg,would you like to see penguins of madagascar,"Yes, i want pictures of the penguins from the movie Madagascar. Are those some on the left?",Q03865,58_Q03865_837_1.jpg,58_Q03865_837_2.jpg,58_Q03865_837_3.jpg
2948,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,do you want to watch funny penguin videos,"No, I'm not interested in watching any videos right now.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,are you looking for any specific information about the birds,"I’m interested in some images, but I'm not focused on additional details about the animals themselves.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,are you interested in the penguins of madagascar,"Yes, I'm interested in the pictures of the penguins from the animated movie, """"Madagascar""",Q00479,58_Q00479_3487_1.jpg,58_Q00479_3487_2.jpg,58_Q00479_3487_3.jpg
2949,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,Would you like to see penguin teeth?,"No, I’m not interested in seeing penguin teeth.",Q04172,58_Q04172_230_1.jpg,58_Q04172_230_2.jpg,58_Q04172_230_3.jpg,would you like to buy some stuff related pittsburgh penguins,"I'm not interested in that specific topic, but I am looking for something related to penguins from animated films.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,Do you want to see pictures of different species penguins?,No.,Q04167,58_Q04167_225_1.jpg,58_Q04167_225_2.jpg,58_Q04167_225_3.jpg
2950,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,are you looking for any specific information about the birds,"No, I am not looking for details about those birds.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,Do you want to see pictures of different species penguins?,"I'm not interested in exploring other species, but I do have a specific focus in mind.",Q04167,58_Q04167_225_1.jpg,58_Q04167_225_2.jpg,58_Q04167_225_3.jpg,would you like to see penguins of madagascar,"Yes, i want pictures of the penguins from the movie Madagascar. Are those some on the left?",Q03865,58_Q03865_837_1.jpg,58_Q03865_837_2.jpg,58_Q03865_837_3.jpg
2951,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,do you want to watch funny penguin videos,"No, I am not interested in watching videos at the moment.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,would you like to buy some stuff related pittsburgh penguins,I'm more interested in something related to the animated movie rather than the sports team.,Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,would you like to buy a book about this topic,No. I'm just looking for pictures about the penguins of the movie Madagascar.,Q03305,58_Q03305_365_1.jpg,58_Q03305_365_2.jpg,58_Q03305_365_3.jpg
2952,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,are you interested in penguin vape,"No, I'm not interested in that.",Q00344,58_Q00344_945_1.jpg,58_Q00344_945_2.jpg,58_Q00344_945_3.jpg,do you want to watch funny penguin videos,"I am interested in finding something specific related to those penguins, but it's not just about videos.",Q02463,58_Q02463_2912_1.jpg,58_Q02463_2912_2.jpg,58_Q02463_2912_3.jpg,Would you like to see different penguin types?,I want to see the madagascar animated versions.,Q04171,58_Q04171_229_1.jpg,58_Q04171_229_2.jpg,58_Q04171_229_3.jpg
2953,"""Find pictures of the penguins from the animated movie, """"Madagascar"""".""",F0895,58,penguins,are you looking for any specific information about the birds,"No, I'm not searching for that.",Q00743,58_Q00743_1779_1.jpg,58_Q00743_1779_2.jpg,58_Q00743_1779_3.jpg,would you like to buy some stuff related pittsburgh penguins,"I'm not interested in that, but I am curious about something related to animated movies.",Q03314,58_Q03314_867_1.jpg,58_Q03314_867_2.jpg,58_Q03314_867_3.jpg,are you referring to the move,"Yes, I need pictures from the movie.",Q01270,58_Q01270_3169_1.jpg,58_Q01270_3169_2.jpg,58_Q01270_3169_3.jpg
2954,Find information about building a wooden fence.,F0896,59,how to build a fence,is there a specific material it needs to be made from wood cement tin,"No, I don't need information about materials other than wood for building a fence.",Q02594,59_Q02594_2873_1.jpg,59_Q02594_2873_2.jpg,59_Q02594_2873_3.jpg,are you using this around the yard,I'm not entirely sure how your question relates to my plans for the yard.,Q01395,59_Q01395_1120_1.jpg,59_Q01395_1120_2.jpg,59_Q01395_1120_3.jpg,are you looking for fencebuilding materials,"Yes, I am looking for information about building a wooden fence and the materials needed for fencebuilding.",Q00832,59_Q00832_1937_1.jpg,59_Q00832_1937_2.jpg,59_Q00832_1937_3.jpg
2955,What materials are best for building fences?,F0898,59,how to build a fence,are you looking for places to buy fencebuilding materials,"No, I'm not interested in purchasing fence-building materials at the moment.",Q00974,59_Q00974_1175_1.jpg,59_Q00974_1175_2.jpg,59_Q00974_1175_3.jpg,are you looking for companies to build a fence for you,"I am interested in materials for a project I have in mind, specifically related to fencing.",Q00784,59_Q00784_2917_1.jpg,59_Q00784_2917_2.jpg,59_Q00784_2917_3.jpg,is there a specific material it needs to be made from wood cement tin,"I'm curious about what materials are best for building fences, specifically if wood, cement, or tin is recommended.",Q02594,59_Q02594_2873_1.jpg,59_Q02594_2873_2.jpg,59_Q02594_2873_3.jpg
2956,"Find information on KCS Energy, Inc., and their merger with Petrohawk Energy Corporation.",F0900,6,kcs,Would you like to see photos of the kcs freight engine?,"No, I'm not interested in that at the moment.",Q04304,6_Q04304_362_1.jpg,6_Q04304_362_2.jpg,6_Q04304_362_3.jpg,are you looking for korean community services,"I'm interested in recent mergers and acquisitions in the energy sector, particularly involving KCS Energy, Inc.",Q00923,6_Q00923_2454_1.jpg,6_Q00923_2454_2.jpg,6_Q00923_2454_3.jpg,are you interested in a school district,No. I'm interested in Casey's energy and the merger with Petra Hawk energy Corporation.,Q00101,6_Q00101_1297_1.jpg,6_Q00101_1297_2.jpg,6_Q00101_1297_3.jpg
2957,"Find information on KCS Energy, Inc., and their merger with Petrohawk Energy Corporation.",F0900,6,kcs,Are you interested in pictures of KCS trains?,"No, I'm not interested in that.",Q04301,6_Q04301_359_1.jpg,6_Q04301_359_2.jpg,6_Q04301_359_3.jpg,are you looking for korean community services,"I'm seeking specific information related to a company and its recent activity, but it's not what you're suggesting.",Q00923,6_Q00923_2454_1.jpg,6_Q00923_2454_2.jpg,6_Q00923_2454_3.jpg,"Are you referring to KSC academy, education, technology, or some other KSC?",I'm looking for KCS energy company.,Q04303,6_Q04303_361_1.jpg,6_Q04303_361_2.jpg,6_Q04303_361_3.jpg
2958,"Find information on KCS Energy, Inc., and their merger with Petrohawk Energy Corporation.",F0900,6,kcs,Are you interested in pictures of KCS trains?,"No, I'm not currently interested in trains.",Q04301,6_Q04301_359_1.jpg,6_Q04301_359_2.jpg,6_Q04301_359_3.jpg,are you looking for korean community services,"I'm interested in a specific company and its recent business developments, but that's not related to Korean community services.",Q00923,6_Q00923_2454_1.jpg,6_Q00923_2454_2.jpg,6_Q00923_2454_3.jpg,would you like to see info about the kansas city southern railway,No.,Q03853,6_Q03853_2080_1.jpg,6_Q03853_2080_2.jpg,6_Q03853_2080_3.jpg
2959,"Find information on KCS Energy, Inc., and their merger with Petrohawk Energy Corporation.",F0900,6,kcs,Are you interested in pictures of KCS trains?,"No, I'm not particularly interested in that area.",Q04301,6_Q04301_359_1.jpg,6_Q04301_359_2.jpg,6_Q04301_359_3.jpg,"Are you referring to KSC academy, education, technology, or some other KSC?",I'm primarily interested in KCS Energy and its recent activities.,Q04303,6_Q04303_361_1.jpg,6_Q04303_361_2.jpg,6_Q04303_361_3.jpg,are you interested in a school district,No. I'm interested in Casey's energy and the merger with Petra Hawk energy Corporation.,Q00101,6_Q00101_1297_1.jpg,6_Q00101_1297_2.jpg,6_Q00101_1297_3.jpg
