id,facet,facet_id,topic_id,topic,question1,answer1,id_1,image1_1,image1_2,image1_3,question2,answer2,id_2,image2_1,image2_2,image2_3,question3,answer3,id_3,image3_1,image3_2,image3_3,question4,answer4,id_4,image4_1,image4_2,image4_3
1529,Where can I find information on buying unlocked phones?,F0790,34,cell phones,are you interested in a specific brand of cell phone,"No, that's not what I'm looking for.  ",Q00107,34_Q00107_876_1.jpg,34_Q00107_876_2.jpg,34_Q00107_876_3.jpg,are you looking for prepaid phones,"No, that's not my preference.",Q00977,34_Q00977_3086_1.jpg,34_Q00977_3086_2.jpg,34_Q00977_3086_3.jpg,what brand of cell phones are you interested in,I'm mainly exploring options for a specific brand right now.,Q02733,34_Q02733_798_1.jpg,34_Q02733_798_2.jpg,34_Q02733_798_3.jpg,were you looking for how cell phones work,no send me all the info about buying unlocked cell phones,Q02692,34_Q02692_1203_1.jpg,34_Q02692_1203_2.jpg,34_Q02692_1203_3.jpg
1530,Find restaurants in Hoboken.,F0791,35,hoboken,Are you looking for the Pier and Boardwalk in Hoboken?,"No, that's not what I'm interested in.  ",Q04974,35_Q04974_1032_1.jpg,35_Q04974_1032_2.jpg,35_Q04974_1032_3.jpg,Would you like to see the Hoboken waterfront?,"No, I prefer to focus on other options.",Q04977,35_Q04977_1035_1.jpg,35_Q04977_1035_2.jpg,35_Q04977_1035_3.jpg,do you want to see points of interest in hoboken,I'm currently more interested in dining options in Hoboken than exploring other attractions.,Q02442,35_Q02442_1858_1.jpg,35_Q02442_1858_2.jpg,35_Q02442_1858_3.jpg,Are you interested in viewing a map for Hoboken?,"No, I'm primarily looking to find restaurants in Hoboken.",Q04976,35_Q04976_1034_1.jpg,35_Q04976_1034_2.jpg,35_Q04976_1034_3.jpg
1531,"Find a street-level map of Hoboken, NJ.",F0796,35,hoboken,Would you like to explore historic Hoboken?,"No, I'm not interested in that right now.  ",Q04978,35_Q04978_1036_1.jpg,35_Q04978_1036_2.jpg,35_Q04978_1036_3.jpg,Are you looking for a hotel in Hoboken?,"No, that's not something I'm considering at the moment.",Q04973,35_Q04973_1031_1.jpg,35_Q04973_1031_2.jpg,35_Q04973_1031_3.jpg,do you want a hotel in hoboken,I'm currently concentrating on something more specific related to Hoboken.,Q01761,35_Q01761_2443_1.jpg,35_Q01761_2443_2.jpg,35_Q01761_2443_3.jpg,Are you interested in viewing a map for Hoboken?,Yes. I would like to see a street-level map.,Q04976,35_Q04976_1034_1.jpg,35_Q04976_1034_2.jpg,35_Q04976_1034_3.jpg
1532,"Find a street-level map of Hoboken, NJ.",F0796,35,hoboken,Are you looking for the Pier and Boardwalk in Hoboken?,"No, that's not what I'm interested in.  ",Q04974,35_Q04974_1032_1.jpg,35_Q04974_1032_2.jpg,35_Q04974_1032_3.jpg,Would you like to explore historic Hoboken?,"No, that doesn't align with my plans.",Q04978,35_Q04978_1036_1.jpg,35_Q04978_1036_2.jpg,35_Q04978_1036_3.jpg,do you want information on the climate of hoboken,I'm primarily interested in a specific type of information related to Hoboken.,Q01831,35_Q01831_2022_1.jpg,35_Q01831_2022_2.jpg,35_Q01831_2022_3.jpg,are you looking for hoboken hotels,"No. I'm looking for a street level map of Hoboken, NJ.",Q00858,35_Q00858_850_1.jpg,35_Q00858_850_2.jpg,35_Q00858_850_3.jpg
1533,How do I become a Pampered Chef consultant?,F0800,37,pampered chef,Would you like to make a pizza?,"No, I'm not interested in that right now.  ",Q04622,37_Q04622_680_1.jpg,37_Q04622_680_2.jpg,37_Q04622_680_3.jpg,Do you want to see pampered chef products?,"No, I'm looking into other options instead.",Q04624,37_Q04624_682_1.jpg,37_Q04624_682_2.jpg,37_Q04624_682_3.jpg,would you like to become a pampered chef consultant,I'm interested in exploring some opportunities related to that.,Q03295,37_Q03295_853_1.jpg,37_Q03295_853_2.jpg,37_Q03295_853_3.jpg,would you like to see the current pampered chef catalog,I'm interested in seeing the current Pampered Chef catalog as part of my research on how to become a Pampered Chef consultant.,Q03894,37_Q03894_1176_1.jpg,37_Q03894_1176_2.jpg,37_Q03894_1176_3.jpg
1534,Find some recipes from The Pampered Chef.,F0801,37,pampered chef,Do you want to see pampered chef products?,"No, I'm not interested in that right now.  ",Q04624,37_Q04624_682_1.jpg,37_Q04624_682_2.jpg,37_Q04624_682_3.jpg,are you wondering about pampered chef competitors,"No, that's not on my mind at the moment.",Q01427,37_Q01427_1941_1.jpg,37_Q01427_1941_2.jpg,37_Q01427_1941_3.jpg,Do you want to know about the multi-level marketing company?,I'm not interested in that aspect right now; my focus is on exploring other options.,Q04621,37_Q04621_679_1.jpg,37_Q04621_679_2.jpg,37_Q04621_679_3.jpg,Do you want to see pampered chef products with food?,yes,Q04626,37_Q04626_684_1.jpg,37_Q04626_684_2.jpg,37_Q04626_684_3.jpg
1535,"I would like to find reviews of The Pampered Chef programs, products, and recipes.",F0802,37,pampered chef,are you wondering the prices of pampered chef,"No, I am not looking for that information.  ",Q01441,37_Q01441_1581_1.jpg,37_Q01441_1581_2.jpg,37_Q01441_1581_3.jpg,Do you want to know about the multi-level marketing company?,"No, that is not something I want to explore.",Q04621,37_Q04621_679_1.jpg,37_Q04621_679_2.jpg,37_Q04621_679_3.jpg,would you like to find the nearest pampered chef consultant,"I am not currently interested in that aspect, but I am more focused on gathering information about the products and recipes.",Q03349,37_Q03349_3398_1.jpg,37_Q03349_3398_2.jpg,37_Q03349_3398_3.jpg,Do you want to see pampered chef products?,I'd like to see reviews of these products.,Q04624,37_Q04624_682_1.jpg,37_Q04624_682_2.jpg,37_Q04624_682_3.jpg
1536,What should I know about adopting a dog?,F0805,38,dogs for adoption,what breed of dogs are you looking for,I am not focused on that aspect right now.  ,Q02740,38_Q02740_3559_1.jpg,38_Q02740_3559_2.jpg,38_Q02740_3559_3.jpg,Do You want a small dog or a big dog?,I'm not interested in discussing sizes at the moment.,Q04194,38_Q04194_252_1.jpg,38_Q04194_252_2.jpg,38_Q04194_252_3.jpg,Do you want a male or female dog?,"I have some considerations in mind regarding the type of dog, but I'm still weighing my options.",Q04195,38_Q04195_253_1.jpg,38_Q04195_253_2.jpg,38_Q04195_253_3.jpg,do you want to adopt from a shelter or an individual owner,"I want to know what I should consider about adopting a dog, including whether to adopt from a shelter or an individual owner.",Q01901,38_Q01901_456_1.jpg,38_Q01901_456_2.jpg,38_Q01901_456_3.jpg
1537,Find information on package deals from hotels near Disneyland.,F0807,39,disneyland hotel,are you trying to rent at a disneyland hotel,"No, I am not interested in accommodations at this time.  ",Q01392,39_Q01392_1821_1.jpg,39_Q01392_1821_2.jpg,39_Q01392_1821_3.jpg,Would you like to see rooms in the disneyland hotel?,"No, I prefer to explore other options.",Q04676,39_Q04676_734_1.jpg,39_Q04676_734_2.jpg,39_Q04676_734_3.jpg,are you looking for details about disneyland hotels,I am interested in exploring options related to hotels in the Disneyland area.,Q00798,39_Q00798_1361_1.jpg,39_Q00798_1361_2.jpg,39_Q00798_1361_3.jpg,do you need information about special deals,"Yes, I need to find information on package deals from hotels near Disneyland.",Q01644,39_Q01644_829_1.jpg,39_Q01644_829_2.jpg,39_Q01644_829_3.jpg
1538,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,what size is your toilet,I’m not interested in discussing that.  ,Q02875,4_Q02875_522_1.jpg,4_Q02875_522_2.jpg,4_Q02875_522_3.jpg,are you looking for topics related to bathroom health,"No, that’s not what I’m focusing on right now.",Q01105,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,would you like to know the best way to clean a toilet,"I'm interested in exploring options related to toilets, but cleaning isn't my main focus right now.",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,Are you looking for a toilet seat cover?,"No, I want to see different kinds of toilets.",Q04767,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg
1539,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,are you looking for toilet cleaners,"No, I’m not interested in cleaning products.  ",Q01104,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,would you like to know the best way to clean a toilet,"No, I’m not seeking guidance on maintenance.",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,Are you looking for a toilet seat cover?,"I'm not specifically focused on toilet seat covers at the moment, but I'm more interested in exploring various types of toilets.",Q04767,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg,do you need information on how to install a toilet,No I don't. I want information on the different kinds of toilets there are and what makes them different from one another.,Q01654,4_Q01654_1470_1.jpg,4_Q01654_1470_2.jpg,4_Q01654_1470_3.jpg
1540,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,do you need to know how to measure a toilet for installation,"No, I am not interested in that aspect.  ",Q01718,4_Q01718_3754_1.jpg,4_Q01718_3754_2.jpg,4_Q01718_3754_3.jpg,are you looking for topics related to bathroom health,"No, that is not something I am considering.",Q01105,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,Would you like to know the parts of a toilet?,I have some interest in learning about a toilet's components.,Q04772,4_Q04772_830_1.jpg,4_Q04772_830_2.jpg,4_Q04772_830_3.jpg,would you like to know about different types of toilets,Yes! Can you tell me more about the toiltet that appears to all be in one piece? I'm not sure I've seen that before.,Q03376,4_Q03376_3357_1.jpg,4_Q03376_3357_2.jpg,4_Q03376_3357_3.jpg
1541,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,do you need to know how to measure a toilet for installation,"No, that's not something I'm interested in.  ",Q01718,4_Q01718_3754_1.jpg,4_Q01718_3754_2.jpg,4_Q01718_3754_3.jpg,are you looking for topics related to bathroom health,"No, that's outside my current focus.",Q01105,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,are you trying to find specific toilet parts,"I'm exploring various types of toilets and their differences, but I'm not concentrating on individual components.",Q01374,4_Q01374_2919_1.jpg,4_Q01374_2919_2.jpg,4_Q01374_2919_3.jpg,would you like to know the best way to clean a toilet,"No, I would like to know about the different kinds of toilets.",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg
1542,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,Are you intrested in seeing images of unique toilets?,"No, I have no interest in that.  ",Q04771,4_Q04771_829_1.jpg,4_Q04771_829_2.jpg,4_Q04771_829_3.jpg,are you looking for topics related to bathroom health,"No, that's not a topic I'm exploring.",Q01105,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,would you like to know the best way to clean a toilet,"I'm not particularly interested in cleaning methods at the moment, but I am curious about toilet types and their differences.",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,do you need information on how to install a toilet,No I don't. I want information on the different kinds of toilets there are and what makes them different from one another.,Q01654,4_Q01654_1470_1.jpg,4_Q01654_1470_2.jpg,4_Q01654_1470_3.jpg
1543,"What different kinds of toilets exist, and how do they differ?",F0810,4,toilet,would you like to know the best way to clean a toilet,"No, that's not something I'm interested in.  ",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,Are you looking for a toilet seat cover?,"No, I'm not in need of that.",Q04767,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg,Would you like to know the parts of a toilet?,I want to understand more about toilets and how their components vary.,Q04772,4_Q04772_830_1.jpg,4_Q04772_830_2.jpg,4_Q04772_830_3.jpg,would you like to know about different types of toilets,Yes! Can you tell me more about the toiltet that appears to all be in one piece? I'm not sure I've seen that before.,Q03376,4_Q03376_3357_1.jpg,4_Q03376_3357_2.jpg,4_Q03376_3357_3.jpg
1544,I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,would you like to know the best way to clean a toilet,"No, that's not something I'm interested in.  ",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,Are you looking for a toilet seat cover?,"No, I'm not in need of that right now.",Q04767,4_Q04767_825_1.jpg,4_Q04767_825_2.jpg,4_Q04767_825_3.jpg,are you looking for specific products related to toilets,I'm primarily interested in companies related to residential toilets.,Q01034,4_Q01034_1313_1.jpg,4_Q01034_1313_2.jpg,4_Q01034_1313_3.jpg,what type of toilet are you looking for,I'm looking for companies that manufacture residential toilets.,Q02929,4_Q02929_1751_1.jpg,4_Q02929_1751_2.jpg,4_Q02929_1751_3.jpg
1545,I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,what size is your toilet,"No, I'm not focused on that aspect.  ",Q02875,4_Q02875_522_1.jpg,4_Q02875_522_2.jpg,4_Q02875_522_3.jpg,would you like to know about different types of toilets,"No, I'm not interested in exploring those options.",Q03376,4_Q03376_3357_1.jpg,4_Q03376_3357_2.jpg,4_Q03376_3357_3.jpg,are you looking for toilet cleaners,"I am interested in products related to toilets, but my main focus is on something else right now.",Q01104,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,"Are you interested in floor, standing, portable, or some other type of toilet?","I'm specifically looking for companies that manufacture residential toilets, so I'd prefer information on floor or standing options.",Q04770,4_Q04770_828_1.jpg,4_Q04770_828_2.jpg,4_Q04770_828_3.jpg
1546,I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,what size is your toilet,"No, that's not something I need right now.  ",Q02875,4_Q02875_522_1.jpg,4_Q02875_522_2.jpg,4_Q02875_522_3.jpg,are you looking for toilet cleaners,"No, I'm not interested in that at the moment.",Q01104,4_Q01104_3410_1.jpg,4_Q01104_3410_2.jpg,4_Q01104_3410_3.jpg,are you trying to fix your toilet,"I'm exploring options related to toilets, but I'm not currently focused on fixing mine.",Q01378,4_Q01378_1600_1.jpg,4_Q01378_1600_2.jpg,4_Q01378_1600_3.jpg,what brand is your toilet,I'm interested in knowing what brand manufactures my residential toilet.,Q02732,4_Q02732_2157_1.jpg,4_Q02732_2157_2.jpg,4_Q02732_2157_3.jpg
1547,I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,would you like to know the best way to clean a toilet,"No, I’m not interested in that topic.  ",Q03580,4_Q03580_154_1.jpg,4_Q03580_154_2.jpg,4_Q03580_154_3.jpg,Are you intrested in seeing images of unique toilets?,"No, that’s not what I’m looking for.",Q04771,4_Q04771_829_1.jpg,4_Q04771_829_2.jpg,4_Q04771_829_3.jpg,are you looking for specific products related to toilets,I have a specific type of product in mind that I'm interested in exploring.,Q01034,4_Q01034_1313_1.jpg,4_Q01034_1313_2.jpg,4_Q01034_1313_3.jpg,do you have a specific toilet brand on your mind,I'm not thinking of a specific toilet brand; I'm just looking for companies that manufacture residential toilets.,Q01533,4_Q01533_2264_1.jpg,4_Q01533_2264_2.jpg,4_Q01533_2264_3.jpg
1548,I'm looking for companies that manufacture residential toilets.,F0811,4,toilet,should i search nearby stores for discounts on a toilet,"No, I am not interested in that.  ",Q02663,4_Q02663_201_1.jpg,4_Q02663_201_2.jpg,4_Q02663_201_3.jpg,are you looking for topics related to bathroom health,"No, that is not what I need right now.",Q01105,4_Q01105_3522_1.jpg,4_Q01105_3522_2.jpg,4_Q01105_3522_3.jpg,would you like to know about different types of toilets,I am definitely interested in learning more about the options available.,Q03376,4_Q03376_3357_1.jpg,4_Q03376_3357_2.jpg,4_Q03376_3357_3.jpg,"Are you interested in floor, standing, portable, or some other type of toilet?","I'm primarily looking for companies that manufacture residential toilets, so I'm interested in all types, including floor and standing options.",Q04770,4_Q04770_828_1.jpg,4_Q04770_828_2.jpg,4_Q04770_828_3.jpg
